ensemble_id,uniprot_id
ENSG00000160951,P34995
ENSG00000099795,P17568
ENSG00000105143,P48664
ENSG00000105639,P52333
ENSG00000105642,Q92952
ENSG00000105647,O00459
ENSG00000105650,Q08493
ENSG00000105655,Q9NPH2
ENSG00000105664,P49747
ENSG00000130287,O14594
ENSG00000187664,Q86UW8
ENSG00000186010,Q9P0J0
ENSG00000169021,P47985
ENSG00000021488,P82251
ENSG00000105220,P06744
ENSG00000105711,Q07699
ENSG00000105707,P05981
ENSG00000012124,P20273
ENSG00000126266,O14842
ENSG00000105679,O14556
ENSG00000105675,P20648
ENSG00000126267,P14854
ENSG00000205155,Q9NZ42
ENSG00000126247,P04632
ENSG00000161281,P24310
ENSG00000099337,Q9Y257
ENSG00000196218,P21817
"ENSG00000205076,ENSG00000178934",P47929
ENSG00000105205,Q05315
ENSG00000105221,P31751
ENSG00000090013,P30043
ENSG00000077312,P09012
ENSG00000269858,Q96KS0
ENSG00000255974,P11509
ENSG00000197408,P20813
ENSG00000105329,P01137
ENSG00000105388,P06731
ENSG00000105737,Q16478
ENSG00000079462,Q15102
ENSG00000079385,P13688
ENSG00000011422,Q03405
ENSG00000124449,Q6NXR0
ENSG00000104783,O15554
ENSG00000073008,P15151
ENSG00000130203,P02649
ENSG00000007255,O75865
ENSG00000104879,P06732
ENSG00000104936,Q09013
ENSG00000160013,P43119
ENSG00000105281,Q15758
ENSG00000105398,Q06520
ENSG00000169393,Q96BH3
ENSG00000105486,P18858
ENSG00000105464,O15399
ENSG00000182324,Q9UNX9
ENSG00000105443,Q99418
ENSG00000088002,O00204
ENSG00000063180,O75493
ENSG00000105552,O15382
ENSG00000105559,Q9H4M7
ENSG00000087086,P02792
ENSG00000225950,P34130
ENSG00000104848,Q96RP8
ENSG00000142541,P40429
ENSG00000126457,Q99873
ENSG00000104951,Q96RQ9
ENSG00000169136,Q9Y2D1
ENSG00000105357,Q7Z406
ENSG00000131398,Q14003
ENSG00000131408,P55055
ENSG00000167748,P06870
ENSG00000167755,Q92876
ENSG00000169035,P49862
ENSG00000168995,Q9Y286
ENSG00000105383,P20138
ENSG00000171051,P21462
ENSG00000105568,P30153
ENSG00000126583,P05129
ENSG00000170906,O95167
ENSG00000160439,Q8NBN7
ENSG00000129991,P19429
ENSG00000063245,Q9Y6I3
ENSG00000067646,P08048
ENSG00000012817,Q9BY66
ENSG00000182902,Q9H1K4
ENSG00000183785,Q9NY65
ENSG00000100033,O43272
ENSG00000184470,Q9NNW7
ENSG00000093010,P21964
ENSG00000099937,P05546
ENSG00000099960,O43246
ENSG00000100030,P28482
ENSG00000186716,P11274
ENSG00000099953,P24347
ENSG00000240972,P14174
ENSG00000099984,P0CG29
ENSG00000128271,P29274
ENSG00000100031,P19440
ENSG00000100077,P35626
ENSG00000183765,O96017
ENSG00000184076,Q9UDW1
ENSG00000100003,O76054
ENSG00000100012,Q9UDX4
ENSG00000133488,Q9UDX3
ENSG00000241878,Q9UG56
ENSG00000100170,P13866
ENSG00000100220,Q9Y3I0
ENSG00000100234,P35625
ENSG00000100292,P09601
ENSG00000198125,P02144
ENSG00000166862,Q9Y698
ENSG00000100362,P20472
ENSG00000100365,Q15080
ENSG00000100368,P32927
ENSG00000128311,Q16762
ENSG00000100385,P14784
ENSG00000128340,P15153
ENSG00000100079,P05162
ENSG00000241360,Q96GD0
ENSG00000100097,P09382
ENSG00000100116,O75600
ENSG00000100156,O95907
ENSG00000184381,O60733
ENSG00000100316,P39023
ENSG00000128272,P18848
ENSG00000100346,Q9P0X4
ENSG00000196588,Q969V6
ENSG00000100412,Q99798
ENSG00000100138,P55769
ENSG00000198951,P17050
ENSG00000100197,P10635
ENSG00000100243,P00387
ENSG00000100294,Q8IVS2
ENSG00000100300,P30536
ENSG00000186951,Q07869
ENSG00000100429,Q969S8
ENSG00000188130,P53778
ENSG00000185386,Q15759
ENSG00000025708,P19971
ENSG00000100299,P15289
ENSG00000180530,P48552
ENSG00000142192,P05067
ENSG00000154736,Q9UNA0
ENSG00000171189,P39086
ENSG00000142168,P00441
ENSG00000159110,P48551
ENSG00000142166,P17181
ENSG00000180509,P15382
ENSG00000159228,P16152
ENSG00000159267,P50747
ENSG00000157540,Q13627
ENSG00000157542,P48051
ENSG00000157551,Q99712
ENSG00000160179,P45844
ENSG00000160181,Q03403
ENSG00000160191,O76083
ENSG00000160194,P56181
ENSG00000160200,P35520
ENSG00000142178,P57059
ENSG00000160209,O00764
ENSG00000160255,P05107
ENSG00000160282,O95954
ENSG00000160285,P48449
ENSG00000160307,P04271
"ENSG00000224586,ENSG00000257770",O75715
ENSG00000224608,P03989
"ENSG00000226979,ENSG00000230279,ENSG00000231408",P01374
"ENSG00000244731,ENSG00000227746,ENSG00000206340",P0C0L4
"ENSG00000204681,ENSG00000206466,ENSG00000232632,ENSG00000237051,ENSG00000232569,ENSG00000206511,ENSG00000237112",Q9UBS5
"ENSG00000227715,ENSG00000235657",P01892
"ENSG00000196230,ENSG00000232421,ENSG00000229684,ENSG00000227739,ENSG00000232575,ENSG00000224156,ENSG00000183311,ENSG00000235067",P07437
"ENSG00000204580,ENSG00000137332,ENSG00000234078,ENSG00000215522,ENSG00000230456",Q08345
"ENSG00000198563,ENSG00000235439,ENSG00000229496,ENSG00000225073,ENSG00000225859,ENSG00000215425,ENSG00000230624",Q13838
"ENSG00000232810,ENSG00000230108,ENSG00000223952,ENSG00000204490,ENSG00000228321,ENSG00000206439,ENSG00000228849",P01375
"ENSG00000213722,ENSG00000228128,ENSG00000225635,ENSG00000226634,ENSG00000233076,ENSG00000206395,ENSG00000227317",O95865
"ENSG00000204394,ENSG00000224264,ENSG00000226589,ENSG00000231116,ENSG00000096171",P26640
"ENSG00000204386,ENSG00000234846,ENSG00000227129,ENSG00000227315,ENSG00000223957,ENSG00000228691,ENSG00000184494,ENSG00000234343",Q99519
"ENSG00000243649,ENSG00000242335,ENSG00000243570,ENSG00000239754,ENSG00000241253,ENSG00000241534",P00751
"ENSG00000224389,ENSG00000233312,ENSG00000228454,ENSG00000228267,ENSG00000236625",P0C0L5
"ENSG00000231852,ENSG00000198457,ENSG00000235134,ENSG00000233151,ENSG00000206338,ENSG00000232414",P08686
"ENSG00000231286,ENSG00000225824,ENSG00000233209",P01920
"ENSG00000237541,ENSG00000231526,ENSG00000206301,ENSG00000257473,ENSG00000231823,ENSG00000233192,ENSG00000225103,ENSG00000223793",P01906
"ENSG00000204264,ENSG00000231631,ENSG00000226201,ENSG00000235715,ENSG00000236443,ENSG00000230669,ENSG00000206298,ENSG00000230034",P28062
"ENSG00000240065,ENSG00000243958,ENSG00000240508,ENSG00000243067,ENSG00000239836,ENSG00000242711,ENSG00000243594,ENSG00000240118",P28065
"ENSG00000204231,ENSG00000235712,ENSG00000227322,ENSG00000231321,ENSG00000206289,ENSG00000228333",P28702
"ENSG00000204228,ENSG00000232357,ENSG00000228712,ENSG00000228357,ENSG00000112474,ENSG00000225312",Q92506
ENSG00000268089,Q9UN88
ENSG00000269335,Q9Y6K9
ENSG00000265203,P10745
ENSG00000268104,Q9UN76
"ENSG00000187242,ENSG00000263243",Q99456
ENSG00000271447,Q9H239
ENSG00000271503,P13501
"ENSG00000198848,ENSG00000262243",P23141
"ENSG00000197953,ENSG00000261846",Q6P093
ENSG00000262406,P39900
"ENSG00000159128,ENSG00000262795",P38484
"ENSG00000159131,ENSG00000262473",P22102
"ENSG00000143627,ENSG00000262785",P30613
"ENSG00000184983,ENSG00000272765,ENSG00000273397",P56556
ENSG00000198888,P03886
ENSG00000198763,P03891
ENSG00000198804,P00395
ENSG00000198712,P00403
ENSG00000198938,P00414
ENSG00000198840,P03897
ENSG00000212907,P03901
ENSG00000198886,P03905
ENSG00000198786,P03915
ENSG00000198695,P03923
ENSG00000198727,P00156
